docid,wordcount,f,ipm
"sotnikov.sledstvie_po_schuchemu_veleniyu","28493",1, 0.01030
"bylev_nikolay.rasskazy_o_kirove","2775",1, 0.01030
"ognev_nikolay.dnevnik_kosti_ryabtseva","64152",1, 0.01030
"suhinov.magiya_protiv_oborotnya","36113",1, 0.01030
"romanov.prikluchenia_boriski","27233",1, 0.01030
"voronkova.komandir","9202",1, 0.01030
"larri_yan.priklyucheniya_karika_i_vali","66858",1, 0.01030
"shcheglova.mechta_idealnoy_devchonki","25490",1, 0.01030
"charushin.vaska_bobka_i_krolchiha","2647",1, 0.01030
"chumachenko.chelovek_s_luny","19455",1, 0.01030
"varshavskii.robi","2008",1, 0.01030
"fish.padenie_kimas_ozera","31323",1, 0.01030
"artyhova.novie_sosedi","1700",1, 0.01030
"beljanin.vozvrashhenie_ryzhego_i_polosatogo","11382",1, 0.01030
"goncharov.priklucheniya_doktora_skalpelya","21346",1, 0.01030
"gavrilov.pionery_na_more","38624",1, 0.01030
"fraerman.dingo","33893",1, 0.01030
"volkov.sem_podzemnyh_korolei","36628",1, 0.01030
"nosov.neznaika_v_solnechnom_gorode","64110",1, 0.01030
"prishvin.boloto","854",1, 0.01030
"fraerman.nikichen","25849",1, 0.01030
"gernet_iagfeld.katia_i_chudesa","8259",1, 0.01030
"gaidar.golubaya_chashka","6949",1, 0.01030
"bianki.teremok","623",1, 0.01030
"zhitkov.galka","258",1, 0.01030
"gaidar.sudba_barabanschika","27069",1, 0.01030
"dzyuba.posobie_dlya_yunyih_paparatstsi","34120",1, 0.01030
"turkin.posledniye_iz_semyi","1351",1, 0.01030
"antonova.bal_pod_palmami","23973",1, 0.01030
"goncharov.viktor_mechplanetnyi_puteshestvennik","48377",1, 0.01030
"gromov.pohod_sedova","16682",1, 0.01030
"ilina.onorino","2087",1, 0.01030
"grigorev.signaly_velikanov","17317",1, 0.01030
"grigorev.berko_kantonist","59721",1, 0.01030
"belahova.dela_poputnye","2463",1, 0.01030
"kassil.cheremysh_brat_geroya","13899",1, 0.01030
"tayc.anton_i_antonovka","17466",1, 0.01030
"kuznetsova.tvoy_dom","36176",1, 0.01030
"artamonova.dzheyms_bond-otdyihaet","29034",1, 0.01030
"likhanov.chistye_kamushki","38186",1, 0.01030
"vorobey.ya_budu_zhdat","16969",1, 0.01030
"aleksin.31den","31862",1, 0.01030
"kungurov.artamoshka_luzin","62519",1, 0.01030
"minaev.gorshok_moloka","2107",1, 0.01030
"vostryakov.dozhd_iz_ogurcov","2798",1, 0.01030
"nekrasov.muha_protiv","42200",1, 0.01030
"prishvin.izobretatel","846",1, 0.01030
"ivanov_ustinova.tayna_ukradennoy_rukopisi","32122",1, 0.01030
"selin.raspisanie_svidaniy","30875",1, 0.01030
"markov.ded_fishka","13633",1, 0.01030
"remizov.kitajskaya_shapka","736",1, 0.01030
"grekova_irina.ania_i_mania","9635",1, 0.01030
"levitskiy.seryj","1233",1, 0.01030
"sharov.prikluchenia_ejenki","8455",1, 0.01030
"ivanov_s.bliznetsyi_i_sgorevshiy_zamok","53277",1, 0.01030
"ventsel.feya","730",1, 0.01030
"voronkova.lichnoe","60899",1, 0.01030
"borozdin.tam_gde_zvenit_enisei","27269",1, 0.01030
"averin.v_pogone_za_uraganom","31832",1, 0.01030
"zavadowskij_l.v_taige","10511",1, 0.01030
"vorobey.falshivaya_nota","21107",1, 0.01030
"bazhov.travanaa_zapadenka","3885",1, 0.01030
"ivanov_ustinova.tayna_vedminogo_ozera","38316",1, 0.01030
"boronina.obval","1560",1, 0.01030
"ronshin.belosnezhka_idet_po_sledu","31059",1, 0.01030
"bianki.chey-nos-luchshe-","1024",1, 0.01030
"panteleev.poslednie_haldei","8616",1, 0.01030
"paustovskiy.chyornoe_more","47962",1, 0.01030
"pistolenko.tovarishi","95487",1, 0.01030
"scherbakova.vam_i_ne_snilos","24602",1, 0.01030
"prishvin.belyy_ozherelok","193",1, 0.01030
"prishvin.gusi_s_lilovymi","735",1, 0.01030
"bulychev.lilovyy_shar","25161",1, 0.01030
"gumilevskij.nekotorye_slucai_iz_zizni_grinki","6688",1, 0.01030
"prishvin.zolotoy_lug","205",1, 0.01030
"nekrasov.zavidnaya_biografiya","48157",1, 0.01030
"prishvin.kak_ya_nauchil_svoih_sobak","325",1, 0.01030
"gansovskii.dvoie","2882",1, 0.01030
"voronkova.altaiskaya_povest","48922",1, 0.01030
"krapivin_vladislav.krik_petuha","45484",1, 0.01030
"prishvin.starukhin_raj","419",1, 0.01030
"kozlov_sergey.ezhik_v_tumane","7105",1, 0.01030
"ustinovich.taezhnye_rasskazy","7657",1, 0.01030
"nekrasov.zolotaya_zhila_dlya_blina","38905",1, 0.01030
"gorbovtsev.mishkino_detstvo","46686",1, 0.01030
"bazhov.dorogoe_imacko","2840",1, 0.01030
"prishvin.uzhasnaya_vstrecha","401",1, 0.01030
"prishvin.zhurka","306",1, 0.01030
"bianki.rybiy_dom","46161",1, 0.01030
"rozenfeld.morskaya_tayna","27842",1, 0.01030
"kozlov_vilyam.ty_escho_verneshsya_trishka","27051",1, 0.01030
"vilmont.kto_ukral_roman","40646",1, 0.01030
"savelev.shturm_zimnego","11066",1, 0.01030
"gurevich.zapisannoye_ne_propadayet","16887",1, 0.01030
"bahrevski_vladislav.diadiushka_shoroh_i_shurshavy","4709",1, 0.01030
"gryaznov.matrosskyi_syn","3196",1, 0.01030
"krapivin_vladislav.nasledniki","101290",1, 0.01030
"shmelev.preobrazhenec","1677",1, 0.01030
"sher.dzhanik_i_kiryusha","1403",1, 0.01030
"rain.otroki_do_potopa","73289",1, 0.01030
"panteleev.lenka_panteleev","92319",1, 0.01030
"torban.snezhnyi_chelovek","32821",1, 0.01030
"selin.devochka-leto","31207",1, 0.01030
"krapivin.trofejnaya_banka_razbitaya_na_duehli","100993",1, 0.01030
"gubarev.puteshestviye_na_utrennyuyu_zvezdu","19554",1, 0.01030
"morozov.yuta","37774",1, 0.01030
"shvarts.1klassnica","13860",1, 0.01030
"davydychev.eta_milaya_lyudmila","90714",1, 0.01030
"ivanov_ustinova.zagadka_sorvavsheysya_vstrechi","29780",1, 0.01030
"golubev.buran","26647",1, 0.01030
"moshkovskiy.delfiniy_mys","38110",1, 0.01030
"moshkovskiy.sem_dney_chudes","35570",1, 0.01030
"moshkovskiy.trava_i_solnce","30116",1, 0.01030
"moskovkin.kak_chizn_semen","54716",1, 0.01030
"vershinin.vospominaniya_slona","3411",1, 0.01030
"muraviev.prikluchenia_kolki_kocheryjkina","16992",1, 0.01030
"nagibin_yuriy.eho","4416",1, 0.01030
"navolochkin_nikolai.kak_lechili_ded_moroza","5664",1, 0.01030
"nikolsky.raketa","38291",1, 0.01030
"usacheva.vsadniki_proklyatogo_lesa","35417",1, 0.01030
"elkina.tayna_starinnogo_parka","33011",1, 0.01030
"belogorov.alibi_deda_moroza","31265",1, 0.01030
"nosov.neznaika_na_lune","112109",1, 0.01030
"turkin.dva_lesnika","5162",1, 0.01030
"karintsev.geroj_prerij","35150",1, 0.01030
"givargizov.zapiski_vydayushchegosya_dvoechnika","12417",1, 0.01030
"ofin.forpost_zorkii","21074",1, 0.01030
"oseeva.dinka_proshchaetsya_s_detstvom","93708",1, 0.01030
"turkin.otverzennyj","6397",1, 0.01030
"pecherskiy.krasniy_vagon","33280",1, 0.01030
"aleksin_anatoliy.sasha_i_shura","20755",1, 0.01030
"permyak.obmannoe_ozero","1102",1, 0.01030
"platonov.efirny_trakt","20724",1, 0.01030
"pogodin.dubravka","7629",1, 0.01030
"uspenskii_eduard.dyadya_fedor_idet_v_shkolu","10543",1, 0.01030
"altaev.kto_dobree","1249",1, 0.01030
"pogodin.ojidanie","32972",1, 0.01030
"pogodin_radiy.tren_bren","18736",1, 0.01030
"nadzhafov.valya_kotik","2087",1, 0.01030
"vilmont.sekret_ubegayuschey_teni","47303",1, 0.01030
"poleshchuk.oshibka_inzhenera_alekseyeva","34112",1, 0.01030
"prokofieva_sofia.skazka_o_lenivoi_devochke_mashe","897",1, 0.01030
"prozorovsky.kopie_chernogo_princa","41331",1, 0.01030
"vershinin.plyvushie_protiv_techenia","43688",1, 0.01030
"korkishchenko.tvoi_svetlii_dom","27139",1, 0.01030
"raskatov_mihail.propavshaia_bukva","21551",1, 0.01030
"romanchenko_olga.vitia_v_strane_lodyrantii","1593",1, 0.01030
"karpenko.kak_my_rosli","36404",1, 0.01030
"ivanov_ustinova.zagadka_starinnoy_kuklyi","32186",1, 0.01030
"yakovlev.akimka","5718",1, 0.01030
"hort.oblom_velikih_kombinatorov","29890",1, 0.01030
"samsonov.maksim_v_strane_prikluchenij","29340",1, 0.01030
"hodza.shchors","4247",1, 0.01030
"samsonov_iuri.meshok_snov","1261",1, 0.01030
"bulychev.zakolodovannyj_korol","15858",1, 0.01030
"mogilevskaya_sofia.marka_strany_gondelupy","42696",1, 0.01030
"savchenko.chernyye_zvezdy","47891",1, 0.01030
"chudakova.dela_i_uzhasy_zheni_osinkinoy_kniga_3_zaveshchanie_poruchika_zayonchkovskogo","69071",1, 0.01030
"dolmatovski.perviy_reis","25308",1, 0.01030
"bulychev.voyna_s_liliputami","72459",1, 0.01030
"shalimov.kontsentrator_gravitatsii","4623",1, 0.01030
"shalimov.muzei_atlantidy","10399",1, 0.01030
"krapivin_vladislav.daggi_tits","55479",1, 0.01030
"shalimov.plennik_kratera_arzakhel","11422",1, 0.01030
"shefner.sestra_pechali","79789",1, 0.01030
"vorobey.krutaya_devchonka","22872",1, 0.01030
"shkarovskaya.gornist_pervoi_bazy","19091",1, 0.01030
"shmushkevich.dva_gavrosha","42142",1, 0.01030
"kaverin.pesochnye_chasy","3623",1, 0.01030
"simonov.ohotniki_za_skazkami","116481",1, 0.01030
"rybakov_anatoliy.deti_arbata","162748",1, 0.01030
"sinenko.chelovek_s_goriashchim_serdtsem","73794",1, 0.01030
"amusina.kruglaya_korzinka","17005",1, 0.01030
"polevoy.sovremenniki","73107",1, 0.01030
"bulychev.devochka_s_zemli","74234",1, 0.01030
"matveeva_ludmila.staryi_barabanschik","22047",1, 0.01030
"skrebicky.ot_protalin","79722",1, 0.01030
"smolnikov_iuri.tri_veselyh_kraski","4406",1, 0.01030
"yakovlev.malchik_s_konkami","7501",1, 0.01030
"bazhov.zmeinyj_sled","3318",1, 0.01030
"sokolovskii.pervyi_osobogo_naznacheniya","73222",1, 0.01030
"tartakovskii.malchishka_ishet_druga","29968",1, 0.01030
"tokmakova.alia_kliaksitch_i_bukva_A","4510",1, 0.01030
"toman.v_sozvezdii_trapetsii","42568",1, 0.01030
"gansovskii.golos","9795",1, 0.01030
"yakovlev.byl_nastoyashchim_trubachom","11768",1, 0.01030
"bogomolov_vladimir.ivan","17071",1, 0.01030
"tomin.borka_ya_i_nevidimka","29189",1, 0.01030
"tomin.shel_po_gorodu_volshebnik","46205",1, 0.01030
"torban.zakoldovannaya_palata","39181",1, 0.01030
"tretiakov_juriy.munhauzen","2647",1, 0.01030
"verbovskaya.kontsert_dlya_bayana_s_barabanom","33865",1, 0.01030
"kryukova.triptih_v_chyorno_belyh_tonah","72403",1, 0.01030
"tretiakov_juriy.rycari_berezovoy_ulicy","23128",1, 0.01030
"suteev.my_isthem_kliaksu","663",1, 0.01030
"tretiakov_juriy.vasya_kapitalist","23017",1, 0.01030
"mogilevskaia.chapaenok","16764",1, 0.01030
"tretyakov.v_plenu_u_krasnokozhih","2826",1, 0.01030
"varshavskii.predvaritelnyye_izyskaniya","3688",1, 0.01030
"tomin.povest_ob_atlantide","58623",1, 0.01030
"varshavskii.solntse_zakhodit_v_donomage","36876",1, 0.01030
"ustugov.v_bobrovom_krau","23561",1, 0.01030
"vorobey.mechtatelnica","20193",1, 0.01030
"usacheva.strana_voskovyih_figur","36548",1, 0.01030
"vereyskaya.belaya_shubka","1129",1, 0.01030
"zaytseva.tri_shaga_iz_detstva","26534",1, 0.01030
"ivanov_ustinova.zagadka_vechernego_zvonka","32540",1, 0.01030
"vigdorova.moi_dom","79421",1, 0.01030
"shalimov.kogda_molchat_ekrany","13729",1, 0.01030
"voiskunskii.ekipazh_mekonga","132393",1, 0.01030
"volkov.mars_probuzhdayetsya","105969",1, 0.01030
"logunov.kolosok_s_kulikova_polya","35916",1, 0.01030
"verkin.vampir_na_tonkih_nozhkah","16728",1, 0.01030
"volkov.urfin_djus","37567",1, 0.01030
"voronkova.gde_tvoi_dom","49733",1, 0.01030
"platonov.blagodarny_zayats","529",1, 0.01030
"korotkov.mademuazel_viktoriya","24126",1, 0.01030
"babkin.drakon_staroj_vedmy","45806",1, 0.01030
"yakovlev.gde_nachinaetsya_nebo","815",1, 0.01030
"prilezhaeva.yunost_mashi_strogovoy","60547",1, 0.01030
"yakovlev.mishutkina_komandirovka","8972",1, 0.01030
"yakovlev.razbuchennyi_solovyami","2437",1, 0.01030
"yakovlev.stanciya_malchiki","9289",1, 0.01030
"yemtsev.bunt_tridtsati_trillionov","25499",1, 0.01030
"yemtsev.uravneniye_s_blednogo_neptuna","61963",1, 0.01030
"zheleznikov.chudak","38609",1, 0.01030
"aleksin_anatoliy.desyatiklassniki","11673",1, 0.01030
"kazantsev.spustya_tysyacheletiye","56470",1, 0.01030
"zheleznikov.khoroshim_liudian_dobroe_utro","5486",1, 0.01030
"ivanov_ustinova.zagadka_sapfirovogo_kresta","33083",1, 0.01030
"vorobey.za_krasivye_glaza","19075",1, 0.01030
"kotovshchikova.ulka","7385",1, 0.01030
"zheleznikov.puteshestvennik_s_bagazhom","20592",1, 0.01030
"krapivin_vladislav.strazha_lopukhastykh_ostrovov","66940",1, 0.01030
"zheleznikov.tania_i_yustik","22034",1, 0.01030
"golovachyova.pernatyy_bespredel","14551",1, 0.01030
"zhuravleva.astronavt","4896",1, 0.01030
"zhuravleva.chelovek_sozdavshii_Atlantidu","8257",1, 0.01030
"kuznetsova_n.delo_o_zamorskom_chude","39432",1, 0.01030
"boteva.ty_idesh_po_kovru","14710",1, 0.01030
"zhuravleva.shestoi_ekipazh","2287",1, 0.01030
"gansovskii.khoziain_bukhty","5790",1, 0.01030
"zhuravleva.vtoroi_put","2790",1, 0.01030
"forsh.shimka_i_stepa","2030",1, 0.01030
"aksenov_vasiliy.moy_dedushka_pamyatnik","42331",1, 0.01030
"aleksin.pro_nashu_semiu","9898",1, 0.01030
"aleksin_anatoliy.pozavchera_i_poslezabtra","13275",1, 0.01030
"almazov.derevyannoe_carstvo","20787",1, 0.01030
"vesyolov.moy_papa-killer","42810",1, 0.01030
"arro.banany_i_limony","24125",1, 0.01030
"atarov.araukariya","4156",1, 0.01030
"borozdin.bolshaya_heta_serditsya","22650",1, 0.01030
"bianki.kuzjar_burunduk_i_inojka_medved","307",1, 0.01030
"bulychev.den_rozhdeniya_alisy","18977",1, 0.01030
"bulychev.princy_v_bashne","60153",1, 0.01030
"gusev.pohischenie_chyornogo_kvadrata","32645",1, 0.01030
"chigareva.ostorojno_skazka","16586",1, 0.01030
"davydychev.ruki_vverh","68663",1, 0.01030
"martynov.sestra_zemli","79165",1, 0.01030
"dobriakov.kanikuly","37629",1, 0.01030
"bershadskaya.bolshaya_malenkaya_devochka_12_ostorozhno_den_rozhdeniya","8296",1, 0.01030
"bahrevskiy.soldat_oreshek","6354",1, 0.01030
"dragunskij.fantomas","3589",1, 0.01030
"ivanov.v_beskonechnom_lesu_i_drugie_istorii_o_6_v","52436",1, 0.01030
"drujkov_iuri.volshebnaia_shkola_karandasha_i_samodelkina","22404",1, 0.01030
"kuznetsova_n.delo_o_sinekryiloy_babochke","36383",1, 0.01030
"shishova.dzhek_solominka","89483",1, 0.01030
"dub.obyknovennyi_malchik_vova","8441",1, 0.01030
"aleksin_anatoliy.tretiy_v_pyatom_ryadu","8058",1, 0.01030
"dubov.koleso_fortuny","140067",1, 0.01030
"kvin.rzhavyi_kapkan_na_zelenom_pole","78615",1, 0.01030
"perovskaya.dhan_glaza_geroya","28340",1, 0.01030
"volyinskaya_kascheev.missiya_supergeroev","43740",1, 0.01030
"bessonova_alena.skazki_sinego_morya","17550",1, 0.01030
"dyakonov.vosem_volshebnyh_zheludey","32740",1, 0.01030
"docuk.nevidimyy_papa","25281",1, 0.01030
"sisikin_vladimir.svet_pod_zemlei","11551",1, 0.01030
"nesterina.kogda_probyet_polnochnyiy_chas","16490",1, 0.01030
"fomin.parma","34796",1, 0.01030
"baruzdin_sergei.skazka_o_lesnom_tsare","24557",1, 0.01030
"foniakova.hleb_toi_zimy","36730",1, 0.01030
"frolov.neverojatno","19452",1, 0.01030
"ganina.tyapkin_i_lyosha","21080",1, 0.01030
"ivanov_ustinova.tayna_zabroshennoy_chasovni","37351",1, 0.01030
"krapivin_vladislav.ya_bolshe_ne_budu","48911",1, 0.01030
"iakovlev.pik_i_hik","1585",1, 0.01030
"surozhskiy.konets_mira","2307",1, 0.01030
"georgievskaia.tetushka_zubnaia_bol","8306",1, 0.01030
"babaev.novosele","3117",1, 0.01030
"german.vot_kak_eto_bylo","12673",1, 0.01030
"golitsyn.taina_starogo_radulia","52738",1, 0.01030
"golubev.golos_v_nochi","40740",1, 0.01030
"gubarev_vitali.v_trideviatom_tsarstve","80816",1, 0.01030
"trushkin.poveliteli_kladov","49597",1, 0.01030
"gurevich.mestorozhdeniye_vremeni","7292",1, 0.01030
"docuk.domik_nad_obryvom","14110",1, 0.01030
"vilmont.sekret_propavshego_alpinista","34198",1, 0.01030
"lvovskiy.v_moey_smerti_proshu_vinit_klavu_k","15356",1, 0.01030
"averin.zvezda_pentbola","24461",1, 0.01030
"rusanova.sestry","72654",1, 0.01030
"minaev_boris.detstvo_levy","60597",1, 0.01030
"gurevich.zdarg","32851",1, 0.01030
"altaev.bethoven","15828",1, 0.01030
"hohlov_viktor.taina_malinovoi_vody","9509",1, 0.01030
"murzaev.flejta","2052",1, 0.01030
"imsheneckiy.sekret_labirinta_gaussa","46880",1, 0.01030
"trushkin.klad_zamedlennogo_deystviya","52511",1, 0.01030
"ivanov.byvshiy_bulka_i_ego_doch","52882",1, 0.01030
"voronkova.podruzhki_idut_v_shkolu","7250",1, 0.01030
"golovachyova.monstry_idut_po_pyatam","14955",1, 0.01030
"karpenko.klyatva_na_mechah","23893",1, 0.01030
"kashafutdinov.vysokaya_krov","22514",1, 0.01030
"kaverin.nemuhinskie_muzykanty","9978",1, 0.01030
"kokovin.my_podnimaem_iakoria","1098",1, 0.01030
"korinec.privet_ot_vernera","75583",1, 0.01030
"korshunov.bulvar","78985",1, 0.01030
"yakovlev.zimorodok","14295",1, 0.01030
"krapivin_vladislav.bronzovyi_malchik","84551",1, 0.01030
"sabitova.gde_net_zimy","41064",1, 0.01030
"moshkovski_anatloliy.semka_matros_na_drage","3007",1, 0.01030
"korshunov.podrostki","51909",1, 0.01030
"isarova.ten_zhar_pticy","43326",1, 0.01030
"korzhikov.kogot_dinozavra","26340",1, 0.01030
"abramian.stradivarius","3518",1, 0.01030
"kaverin.gorodok_nemuhin","2687",1, 0.01030
"kotovshchikova.diadia_iks","13767",1, 0.01030
"akulshin.skvortsy","531",1, 0.01030
"navolochkin_nikolai.poludnica_akulya","18805",1, 0.01030
"kozlov.prezident_ne_uhodit_v_otstavku","91436",1, 0.01030
"kozlov_vilyam.vitka_s_chapaevskoy_ulitsy","85392",1, 0.01030
"aleksin.dym_bez_ognya","13789",1, 0.01030
"vladimirova.mladshie_ekzyuperi","30658",1, 0.01030
"bazhov.zelezkovy_pokryski","2820",1, 0.01030
"bulychev.gost_v_kuvshine","13324",1, 0.01030
"krapivin.v_noch_bolshogo_priliva","61302",1, 0.01030
"nesterina.potseluy_printsa","23972",1, 0.01030
"krapivin_vladislav.lerka","12590",1, 0.01030
"krapivin_vladislav.more_v_kontse_pereulka","23272",1, 0.01030
"kravcova.iz_za_party_na_voinu","37272",1, 0.01030
"tsinberg.sedmaya_simfonia","29012",1, 0.01030
"krshizhanovskaya_elena.chelovek_reshaet_sam","20334",1, 0.01030
"titarenko_evgeniy.kriticheskaya_temperatura","29621",1, 0.01030
"krugovyh.urka_syn_komandira","38371",1, 0.01030
"panteleev.novenkaya","5191",1, 0.01030
"levchenko.piatsot_veselyi","43166",1, 0.01030
"lihanov_albert.moy_general","44123",1, 0.01030
"rain.sleva_ot_solnca","65925",1, 0.01030
"likhanov.dereviannye_koni","24610",1, 0.01030
"likhanov.smert_uchitela","6129",1, 0.01030
"platonov.ivan_tolokno","2813",1, 0.01030
"artamonova.voron_prorochit_bedu","41999",1, 0.01030
"lvovskiy.eto_my_ne_prohodili","15768",1, 0.01030
"lvovskiy.tochka_tochka_zapyataya","13869",1, 0.01030
"gusev.kanikulyi_s_nevidimkoy","34740",1, 0.01030
"lvovskiy.ya_vas_lyubil","12837",1, 0.01030
"tiuhtiaeva_irina.zoki_i_bada","11550",1, 0.01030
"verkin.t-34-tank_pobedyi.kak_vosstanovit_pamyatnik","23887",1, 0.01030
"marchik.naslednik_favoritki","76368",1, 0.01030
"mashkov.kak_ya_byl_vunderkindom","35002",1, 0.01030
"goliavkin.risunki_na_asfalte","17355",1, 0.01030
"matveeva.stupenki_nagretye_solncem","52741",1, 0.01030
"medvedev_valeri.kapitan_sovri_golova","13527",1, 0.01030
"medvedev_valeri.sverhprikluchenia_sverhkosmonavta","48601",1, 0.01030
"mihasenko.ya_druzhu_s_baboi_yagoi","57732",1, 0.01030
"moshkovskii.vzryv_u_moria","52760",1, 0.01030
"musahanov.tam_za_povorotom","23229",1, 0.01030
"navolochkin.kanikuly_kota_egora","22023",1, 0.01030
"saharnov_sviatoslav.gak_i_burtik_v_strane_bezdelnikov","13498",1, 0.01030
"vorobey.v_pautine_straha","22190",1, 0.01030
"nikolskii_boris.soldatskie_chasy","2779",1, 0.01030
"nikonov.moy_rabochiy_odinnadcatyy","67739",1, 0.01030
"raskin_aleksandr.kak_papa_byl_malenkim","8000",1, 0.01030
"panov.damka_hochet_govorit","35899",1, 0.01030
"pikul_valentin.malchiki_s_bantikami","71408",1, 0.01030
"pivovarova.troika","29730",1, 0.01030
"uspensky.mehovoy_internat","21121",1, 0.01030
"dobryakov_vladimir.vse_pro_nash_klass","25973",1, 0.01030
"pocheptsov_georgi.buro_dobryh_uslug_rasseiannogo_volshebnika","14158",1, 0.01030
"bulychev.chudovishhe_u_rodnika","5241",1, 0.01030
"pocheptsov_georgi.vdogonku_za_neizvestnym","15772",1, 0.01030
"polonsky.dozhivem","17140",1, 0.01030
"poluianov.odolen_trava","61112",1, 0.01030
"mishkin.pticy_letaut_bez_kompasa","68283",1, 0.01030
"nekrasova.tolstyiy-povelitel_ognya","47354",1, 0.01030
"prilezheva.osen","27730",1, 0.01030
"prokofieva.ostav_okno_otkrytym","41414",1, 0.01030
"prokofieva_sofia.skazka_o_vetre","31231",1, 0.01030
"rekemchuk_aleksandr.malchiki","46921",1, 0.01030
"remez.chetverka_v_chetverti","31445",1, 0.01030
"dudorov.pervyi_kabel","4648",1, 0.01030
"gusev.deti_shpionov","31857",1, 0.01030
"rumarchuk.zelenyy_velosiped_na_zelenoy_luzhayke","46583",1, 0.01030
"rybakov_anatoliy.vystrel","40562",1, 0.01030
"sabitova.tsirk_v_shkatulke","50920",1, 0.01030
"kazantsev.vozvrashcheniye_v_gryadushcheye","124008",1, 0.01030
"vorobey.sovsem_drugaya_istoriya","23090",1, 0.01030
"severina.legenda_ob_uchitele","50884",1, 0.01030
"soloveichik.vataga_sem_vetrov","63012",1, 0.01030
"ulyanova_elizarova.detskie_i_shkolnye_gody_ilicha","5039",1, 0.01030
"sorokina.deti_stalingrada","31277",1, 0.01030
"stepanov.rota_pochetnogo_karaula","35874",1, 0.01030
"vorobey.ne_takaya_kak_vse","16161",1, 0.01030
"strelkova.chet_i_nechet","55996",1, 0.01030
"tendryakov_vladimir.vesennie_perevertyshi","23127",1, 0.01030
"titarenko_evgeniy.nikodimovo_ozero","95678",1, 0.01030
"krapivin_vladislav.brat_kotoromy_sem","23828",1, 0.01030
"kuznetsova_n.delo_o_velikom_mage","36440",1, 0.01030
"tretiakov.juriy.tolstyi_malchishka_gleb","47936",1, 0.01030
"bulychev.alisa_i_alisija","8267",1, 0.01030
"vasilev.a_zori_zdes_tikhie","29303",1, 0.01030
"veltistov.pobeditel_nevozmozhnogo","30298",1, 0.01030
"ronshin.kladbishche_kukol","33818",1, 0.01030
"volkov.jeltyi_tuman","40457",1, 0.01030
"volkov.taina_zabroshennogo_zamka","33049",1, 0.01030
"kuznetsova_n.delo_o_svetyascheysya_zapiske","39839",1, 0.01030
"yakovlev.a_vorobev_steklo_ne_vybival","1575",1, 0.01030
"levitskiy.s_artelu","4580",1, 0.01030
"trushkin.banda_vo_vremennoe_polzovanie","41673",1, 0.01030
"yarmagaev.vozvrashhayushhij_nadezhdu","54645",1, 0.01030
"krapivin_vladislav.golubyatnya_na_zheltoy_polyane","113336",1, 0.01030
"prishvin.kuritsa_na_stolbah","421",1, 0.01030
"abdulova.listia_banana","17129",1, 0.01030
"voronkova.starshaya","61859",1, 0.01030
"vorobey.cherepashkina_lyubov","26521",1, 0.01030
"zamojskij.kudela","3158",1, 0.01030
"aksyonova.priklyucheniya_timy_i_tyomy","16145",1, 0.01030
"aleksandrova.kuzka_u_baby_jagi","11063",1, 0.01030
"aleksandrova.kuzka_v_lesu","4750",1, 0.01030
"aleksandrovich.plyvi_korablik","28062",1, 0.01030
"alekseev_sergej.ot_moskvy_do_berlina","28825",1, 0.01030
"alekseev_valeriy.ostrov_garantii","16961",1, 0.01030
"lubenets.serdtse_dlya_nevidimki","26820",1, 0.01030
"alekseev_valeriy.proekt_ats","18601",1, 0.01030
"aleksin.dobryy_geniy","13008",1, 0.01030
"aleksin.nochnoy_obysk","14296",1, 0.01030
"ronshin.mest_tryoh_porosyat","34432",1, 0.01030
"aleksin.signalshchiki_i_gornisty","7804",1, 0.01030
"shcheglova.plyazh_ispolnennyh_zhelaniy","24173",1, 0.01030
"aleksin.zapomni_ego_lico","15187",1, 0.01030
"aleksin.zdorovye_i_bolnye","11106",1, 0.01030
"kuznecova.pervaya_rabota_ispaniya","53386",1, 0.01030
"ampelonov.specialnyi_priz","23060",1, 0.01030
"afanasev_anatoliy.te_kto_ryadom","32928",1, 0.01030
"andrianova.moy_sumasshedshiy_papa","32019",1, 0.01030
"aromshtam.mohnatyy_rebenok","44337",1, 0.01030
"kaverin.tri_skazki_i_esche_odna","34379",1, 0.01030
"atarov.neokonchennaya_simfoniya","15992",1, 0.01030
"averin.leto_lihoy_troicy","37664",1, 0.01030
"vereyskaya.nezabyvaemaya_noch","25270",1, 0.01030
"badigin.kluchi_ot_zakoldovannogo_zamka","101764",1, 0.01030
"blinov_gennadiy.zona_deystviya","57006",1, 0.01030
"suhinov_sergei.mech_charodeya","41972",1, 0.01030
"chudakova.kak_ya_boialas_generalov","12917",1, 0.01030
"bodrova.arinkino_utro","46734",1, 0.01030
"bulychev.gay-do","37806",1, 0.01030
"bulychev.konec_atlantidy","23660",1, 0.01030
"bulychev.kozlik_ivan_ivanovich","27733",1, 0.01030
"veltistov.novye_priklyucheniya_elektronika","51579",1, 0.01030
"gusev.pod_devyatoy_sosnoy_v_chistom_pole","39399",1, 0.01030
"bulychev.million_priklyucheniy","64662",1, 0.01030
"bulychev.plenniki_asteroida","18170",1, 0.01030
"bazhov.dve_aserki","4394",1, 0.01030
"bulychev.podzemnaya_lodka","24120",1, 0.01030
"bulychev.vtorogodniki","2276",1, 0.01030
"golyavkin.nashi_s_vovkoy_razgovori","9197",1, 0.01030
"sotnikov.prostofiley_byit_neprosto","35406",1, 0.01030
"kvin.v_te_dni","24364",1, 0.01030
"kuznetsova_n.delo_o_sinem_krokodile","37741",1, 0.01030
"bulychev.zapovednik_skazok","24774",1, 0.01030
